epoch,acc,loss,lr,val_acc,val_loss
0,0.4489480198019802,11.568138216981794,0.001,0.4921369099374395,10.830723255238635
1,0.5383177570093458,9.850288643643864,0.001,0.5217391301866596,9.139247276736674
2,0.5554517134327754,8.361676460931605,0.001,0.5272895467435729,7.746783912457547
3,0.5809968846980657,7.041284755754322,0.001,0.5124884366878859,6.731802179899401
4,0.6190031153390713,5.9275055644668155,0.001,0.5938945426420411,5.536744546493262
5,0.5959501558375135,5.171869238143398,0.001,0.41073080483793,7.165796118020791
6,0.5996884734831124,4.473919296858838,0.001,0.5846438484540369,4.294352937251963
7,0.6271028038125914,3.864398188902953,0.001,0.5763182235359594,3.709087944163094
8,0.621183800623053,3.4286662230981846,0.001,0.6142460685102725,3.2965679682591356
9,0.626791277258567,3.155801247362036,0.001,0.5485661420195771,3.658147356225648
10,0.6473520249963921,2.756304038870743,0.001,0.5753931545417249,2.77246584658486
11,0.6535825545914077,2.544454137112864,0.001,0.6401480106597252,2.4047481239558812
12,0.6626168223556328,2.3312687723807457,0.001,0.57909343167657,2.752654892774118
13,0.6610591899940158,2.21792573527755,0.001,0.5291396852282878,2.865173605610991
14,0.661993769470405,2.0428323525877383,0.001,0.5753931541557559,2.3851097172658604
15,0.6822429906913424,1.9172911519202116,0.001,0.6299722475877633,2.0019920246122505
16,0.6704049844608129,1.8930151949790408,0.001,0.5800185019389884,2.1506162991025293
17,0.691900311489343,1.7273576868657383,0.001,0.6493987045720371,1.8220898609928904
18,0.7034267912401218,1.6491841669765959,0.001,0.6355226641446765,1.874469493518374
19,0.6915887850838658,1.6362331221779558,0.001,0.5809435714294687,2.0384154650593773
20,0.684735202455075,1.5597596075675941,0.001,0.6188714149150443,2.2147195700910993
21,0.6495327102803738,1.7243001646713305,0.001,0.5726179465113912,1.851945465852771
22,0.6834890965360719,1.5419853250557016,0.001,0.577243293302132,2.192171612235818
23,0.7161993769841773,1.4085211819948809,0.0003162278,0.6762257164876622,1.48486783380976
24,0.7520249221555169,1.3116552430149921,0.0003162278,0.6567992599996343,1.5182436158765145
25,0.7623052960244294,1.2765663174453925,0.0003162278,0.6808510643811716,1.4591333544110943
26,0.761993769470405,1.2246402323060317,0.0003162278,0.6947271051945011,1.4566473086380936
27,0.7769470405355792,1.2039129045522101,0.0003162278,0.678075855854592,1.459271696295372
28,0.7613707165109034,1.2000065091985779,0.0003162278,0.7002775208691995,1.398297020619275
29,0.7853582554145766,1.141386183771389,0.0003162278,0.6567992595033884,1.4685507272813851
30,0.784423676049598,1.120076185817659,0.0003162278,0.7039777983900135,1.373792641588541
31,0.8024922118751431,1.0928191828950544,0.0003162278,0.6891766888030032,1.4103708598042506
32,0.8031152648346447,1.0662737366195036,0.0003162278,0.6910268271774412,1.4202015738482832
33,0.8084112149532711,1.051571202575232,0.0003162278,0.6817761327688833,1.4101674193921296
34,0.8264797507045425,1.02309776425733,0.0003162278,0.6604995371344793,1.4641457670381177
35,0.8202492211466638,1.0060095244107587,0.0003162278,0.666049953498408,1.4612650264754106
36,0.8457943925605014,0.950927627420871,0.000100000005,0.6817761332651292,1.4056998860714724
37,0.8626168223556329,0.8933107980315188,0.000100000005,0.6928769663238172,1.384483168347912
38,0.8641744549029341,0.8842501521481904,0.000100000005,0.6975023128388658,1.3766643368017883
39,0.8660436136328914,0.8794345789237928,0.000100000005,0.6938020348218058,1.3852216219262432
40,0.8657320872645512,0.880997210128285,0.000100000005,0.6882516189265538,1.5037924206775168
