epoch,acc,loss,lr,val_acc,val_loss
0,0.49195544554455445,1.9384171903723537,0.001,0.4736355229950304,2.143689040229014
1,0.5641744548472288,1.6756650652840872,0.001,0.5901942646249811,1.5993714634739173
2,0.6037383178312831,1.5547748579785832,0.001,0.5948196121325215,1.5873043412527037
3,0.6202492212580744,1.4543561479384282,0.001,0.6299722475877633,1.537348844186781
4,0.6423676013203796,1.3998294265099405,0.001,0.6105457906034895,1.5140755271382291
5,0.6548286604547054,1.3329249657574473,0.001,0.6012950968841619,1.454791405154642
6,0.6551401869901615,1.3241921996773218,0.001,0.6003700279174967,1.50247437186422
7,0.6794392524107223,1.2362697408949475,0.001,0.6271970393368759,1.4413005771954561
8,0.6735202491469101,1.2269597075067205,0.001,0.5605920449547146,1.6727777229868406
9,0.7024922118751431,1.1612853048003722,0.001,0.685476411392466,1.219937079378458
10,0.6971962617565167,1.14504130183722,0.001,0.6142460682070112,1.3391420145370032
11,0.6984423676755198,1.110604735178368,0.001,0.6660499544081921,1.2564450688763529
12,0.7221183800994422,1.087785338538458,0.001,0.6466234965141342,1.3202087785445573
13,0.7283489097315946,1.0269887738510084,0.001,0.6558741911156767,1.2288377636786858
14,0.7264797507416794,1.0280018493022502,0.001,0.6734505084573286,1.1638787237170887
15,0.741121495289966,0.9780435628237383,0.001,0.6096207214989782,1.3968777504373104
16,0.7274143302552054,1.0095762445547871,0.001,0.6614246066249597,1.2239702806552177
17,0.7588785047471709,0.9392748035003091,0.001,0.6827012019836716,1.1334912855243595
18,0.7529595016319061,0.934210786195559,0.001,0.6965772434586623,1.1594952483843257
19,0.7641744547543867,0.9025691913295758,0.001,0.6521739132088935,1.2695595635847292
20,0.7672897196447367,0.9012157847948163,0.001,0.69750231234262,1.1340248942044353
21,0.7769470404984423,0.8913139300182973,0.001,0.6484736356880795,1.2263659939624776
22,0.793146417408346,0.8442139507082764,0.001,0.6827012022593637,1.124239991264802
23,0.7663551402611896,0.8828303094964903,0.001,0.7104532846579609,1.07526142480305
24,0.7822429906542057,0.8463723845385317,0.001,0.6632747462675816,1.23369068166484
25,0.7975077881619937,0.8262431873339359,0.001,0.664199814738001,1.1956888142831892
26,0.8021806853953923,0.7925972576824676,0.001,0.6928769664340941,1.1002112367327406
27,0.799065420486474,0.7873420195416126,0.001,0.6965772438446313,1.114566176936761
28,0.80124610595614,0.7769473947839944,0.001,0.6854764105102511,1.1431201714040171
29,0.8429906541313338,0.6609969184406078,0.0003162278,0.7298797416422347,1.0012331351320793
30,0.8707165109034268,0.5947761564611275,0.0003162278,0.7271045335016242,1.0045955524634256
31,0.8906542056446135,0.5562039554676163,0.0003162278,0.7298797411459889,1.051814171476126
32,0.8897196260939506,0.5422629443284507,0.0003162278,0.7382053655678205,1.0579299735978838
33,0.8919003114893429,0.545262700969185,0.0003162278,0.7326549497828453,1.1031075359824407
34,0.9068535824802434,0.5055684710217413,0.0003162278,0.703052728623841,1.2143864137612483
35,0.9165109033525176,0.4749498396461998,0.000100000005,0.733580018170557,1.1283142020810433
36,0.9283489095830472,0.44444557738452684,0.000100000005,0.7234042554845642,1.1267802251035919
37,0.9314641744176918,0.42403894354621197,0.000100000005,0.7289546712695394,1.1563156656817526
38,0.9373831775700935,0.4051699312862206,0.000100000005,0.712303423308091,1.187050326790223
39,0.9386292834148229,0.41287222235373616,0.000100000005,0.7224791864903297,1.188453630867322
